Date,state_name,ZHVI_3bedroom,ZHVIPerSqft_AllHomes,ZHVI_TopTier,ZHVI_AllHomes,ZHVI_MiddleTier,ZHVI_SingleFamilyResidence,ZHVI_4bedroom,ZHVI_BottomTier,ZHVI_5BedroomOrMore,ZHVI_2bedroom,ZHVI_CondoCoop,ZHVI_1bedroom
2009-11-30,Colorado,206600,133,383500,210700,210700,220500,290000,125300,361300,155100,150700,134300
2009-11-30,Connecticut,248000,163,460800,254700,254700,270100,370800,163900,618900,188500,176800,140400
2009-11-30,Delaware,204400,139,352800,221800,221800,220700,301500,145100,364000,161900,NA,148200
2009-11-30,DistrictofColumbia,324300,323,698600,343400,343400,355100,529300,218900,1039600,369400,340000,305600
2009-11-30,Florida,149400,94,291900,147200,147200,157100,228600,79300,363600,103700,115700,70600
2009-11-30,Georgia,123700,78,259800,135700,135700,135800,212000,79000,320800,97000,133600,115800
2009-11-30,Hawaii,451200,355,745800,446600,446600,541700,594100,246000,714700,346400,318000,272100
2009-11-30,Idaho,158500,103,284700,170300,170300,170100,200100,117200,245100,135200,176600,135500
2009-11-30,Illinois,163800,132,316500,173000,173000,170100,267000,96900,364100,136000,183300,133700
2009-11-30,Indiana,113200,72,193500,110600,110600,110100,165100,60500,195800,71100,118200,61400
2009-11-30,Iowa,128300,95,181900,118400,118400,118900,154800,86300,NA,98100,112800,86000
2009-11-30,Kansas,124900,NA,NA,121600,121600,121500,NA,64600,NA,71300,NA,60600
2009-11-30,Kentucky,124700,85,208400,121400,121400,121700,199500,75200,243000,100100,115900,76300
2009-11-30,Louisiana,123300,82,235800,NA,NA,NA,NA,79400,313300,NA,NA,NA
2009-11-30,Maine,191500,137,323000,181500,181500,182100,240000,117300,308100,165700,176700,143900
2009-11-30,Maryland,236000,168,436300,251700,251700,263900,345300,153900,478700,191500,216900,165900
2009-11-30,Massachusetts,285700,188,500100,293500,293500,304900,406500,185200,558700,230700,236400,198000
2009-11-30,Michigan,106400,71,188500,102800,102800,101400,184000,56000,206000,73900,119700,67300
2009-11-30,Minnesota,180000,139,292900,175700,175700,179800,230500,110500,297600,147400,148700,114900
2009-11-30,Mississippi,131500,77,204500,125700,125700,125600,219400,70700,250300,NA,NA,NA
2009-11-30,Missouri,141300,100,237500,141800,141800,141700,235300,84600,295400,97600,139400,86900
2009-11-30,Montana,212200,162,320200,207800,207800,208800,240100,148700,286000,172500,192000,162200
2009-11-30,Nebraska,126300,88,200200,121700,121700,121800,191800,71200,168000,88800,120100,71200
2009-11-30,Nevada,144400,91,274200,155000,155000,169500,196400,88500,274500,103000,90500,NA
2009-11-30,NewHampshire,222900,130,323700,208200,208200,221600,290200,136100,336400,166600,164800,113200
2009-11-30,NewJersey,282000,182,509000,302400,302400,305900,394200,187300,524500,231400,247800,209200
2009-11-30,NewMexico,167500,107,342500,189800,189800,189600,244800,131200,338900,142200,NA,NA
2009-11-30,NewYork,141600,139,530100,268600,268600,248500,225100,101900,337900,124100,413900,156700
2009-11-30,NorthCarolina,142300,92,278900,145200,145200,146500,246200,83000,313700,100700,131300,108800
2009-11-30,NorthDakota,NA,124,219300,148500,148500,152300,184100,98700,NA,147000,122600,NA
2009-11-30,Ohio,111900,78,200200,113400,113400,113900,180500,65200,205600,79100,105500,65100
2009-11-30,Oklahoma,95700,63,163100,89300,89300,89700,166500,47200,204200,49700,63800,43300
2009-11-30,Oregon,217200,146,364800,224900,224900,226200,293900,150800,346300,184100,199000,170800
2009-11-30,Pennsylvania,149400,106,274700,151700,151700,157600,265400,74900,273200,118300,116700,110300
2009-11-30,RhodeIsland,229200,162,385300,228300,228300,232500,325900,157100,428600,191200,189300,157500
2009-11-30,SouthCarolina,139300,86,257400,132700,132700,131600,225500,71700,NA,102600,145400,99000
2009-11-30,SouthDakota,142600,118,233100,146900,146900,147000,169100,104600,219500,123400,156400,94900
2009-11-30,Tennessee,126400,79,226900,118600,118600,117600,216400,63300,322600,87100,138800,105000
2009-11-30,Texas,117900,76,242200,133000,133000,133600,198300,NA,NA,NA,NA,NA
2009-11-30,Utah,216200,158,369200,230900,230900,236500,251000,164800,310000,176500,201300,NA
2009-11-30,Vermont,233000,148,328100,222700,222700,225200,295200,NA,356700,186800,191600,160700
2009-11-30,Virginia,199800,137,423400,221100,221100,217800,326800,131500,471700,160000,237800,185700
2009-11-30,Washington,251400,157,433500,253100,253100,257000,331700,158000,398800,209700,221900,188400
2009-11-30,WestVirginia,103400,69,163500,90800,90800,90300,141500,62900,167700,NA,122000,NA
2009-11-30,Wisconsin,151200,104,249800,155700,155700,157100,192700,99800,226500,118800,142600,108000
2009-11-30,Wyoming,NA,154,NA,205800,205800,206600,241600,151600,NA,NA,186900,NA
2009-12-31,Alabama,124300,78,237500,129700,129700,129200,232400,70900,337500,76400,142000,93500
2009-12-31,Alaska,260000,179,369200,254300,254300,264600,335700,187600,432600,182700,179600,136300
2009-12-31,Arizona,156600,102,304400,165100,165100,172300,211000,97700,315700,145900,123900,99200
2009-12-31,Arkansas,126100,68,186500,105600,105600,105500,214400,59700,332800,88500,129900,85900
2009-12-31,California,309900,216,656400,332500,332500,337700,411800,163200,565400,266900,309200,216100
2009-12-31,Colorado,208400,133,385000,212300,212300,221900,292500,127000,363700,157000,152400,135100
2009-12-31,Connecticut,249000,164,462100,255500,255500,271100,371600,164700,614100,189100,177000,141100
2009-12-31,Delaware,203500,138,343900,218300,218300,217200,300800,144100,361000,162100,NA,145800
2009-12-31,DistrictofColumbia,327900,327,702600,347400,347400,359600,536800,219100,1059700,373000,344000,308800
2009-12-31,Florida,148800,94,291200,146300,146300,156500,228500,78700,366100,103400,115300,70500
2009-12-31,Georgia,123800,78,258000,135400,135400,135400,211900,78900,320600,96800,133200,114700
2009-12-31,Hawaii,449500,356,744000,444100,444100,540600,593500,245100,713800,346200,319900,274200
2009-12-31,Idaho,156300,102,281100,167300,167300,167000,196100,115900,241000,132800,177000,133900
2009-12-31,Illinois,162800,131,314200,171400,171400,168600,265500,94700,361900,135600,181300,133800
2009-12-31,Indiana,113800,72,193300,110900,110900,110500,165200,61100,195700,71600,118400,61800
2009-12-31,Iowa,129300,95,185700,117300,117300,117900,158300,83100,NA,96200,112500,83700
2009-12-31,Kansas,124000,NA,NA,120700,120700,120800,NA,63300,NA,70500,NA,58400
2009-12-31,Kentucky,124100,84,208700,120600,120600,121000,199600,74000,242600,98500,115800,76600
2009-12-31,Louisiana,124500,83,230600,NA,NA,NA,NA,77700,317600,NA,NA,NA
2009-12-31,Maine,191800,137,315600,180500,180500,181000,240500,116800,305300,165200,176900,145900
2009-12-31,Maryland,235900,168,436600,252000,252000,263700,346600,154500,480100,191600,217300,166300
2009-12-31,Massachusetts,286900,189,501600,295100,295100,306400,408400,186000,561300,231300,237300,198900
2009-12-31,Michigan,106400,70,185600,101300,101300,100000,184200,54700,205000,74100,119000,67400
2009-12-31,Minnesota,178500,138,289800,173500,173500,177300,229200,108800,296000,146000,147000,113600
2009-12-31,Mississippi,131700,76,204800,123600,123600,123600,222500,69900,250600,NA,NA,NA
2009-12-31,Missouri,140400,100,240800,140500,140500,140600,235300,83700,291100,96800,136800,86300
2009-12-31,Montana,203800,156,308200,198500,198500,199800,230500,142900,274300,165500,182600,154800
2009-12-31,Nebraska,127400,89,202100,122900,122900,122900,194100,71600,170000,89100,120800,71400
2009-12-31,Nevada,142200,89,269400,152700,152700,167100,194000,85800,273000,100000,86900,NA
2009-12-31,NewHampshire,223900,131,323100,209100,209100,223100,291400,137200,334800,166800,165100,113700
2009-12-31,NewJersey,281700,181,507200,301000,301000,304700,392400,186600,519800,230500,246100,207000
2009-12-31,NewMexico,164900,104,333700,185800,185800,185600,241000,126800,329900,136700,NA,NA
2009-12-31,NewYork,141500,139,528600,268200,268200,247200,225000,102700,337300,124500,423300,156200
2009-12-31,NorthCarolina,142100,92,277800,144900,144900,146200,246700,82900,315300,100600,130700,107400
2009-12-31,NorthDakota,NA,126,227700,151500,151500,155300,186600,100500,NA,145300,122600,NA
2009-12-31,Ohio,111900,78,199600,113300,113300,113800,180300,65300,205600,79300,105100,65200
2009-12-31,Oklahoma,97000,64,165400,90700,90700,91200,168800,48000,208900,50300,65300,44100
2009-12-31,Oregon,216800,146,362100,223800,223800,225700,293400,150500,344800,183700,190600,170400
2009-12-31,Pennsylvania,150400,107,275100,151800,151800,157700,266400,75100,274500,119400,118300,110800
2009-12-31,RhodeIsland,228700,161,383100,227800,227800,231700,324400,157100,431200,190200,187100,157800
2009-12-31,SouthCarolina,139500,86,257000,131900,131900,131100,227200,72000,NA,102200,142900,97200
2009-12-31,SouthDakota,142900,118,229700,145900,145900,146000,169000,104000,219000,124200,151400,93600
2009-12-31,Tennessee,126400,79,224800,118500,118500,117600,216400,63700,323300,87800,138200,105100
2009-12-31,Texas,117300,75,240000,131100,131100,131600,195800,NA,NA,NA,NA,NA
2009-12-31,Utah,209900,153,358700,223700,223700,229200,242200,159300,300800,170400,193900,NA
2009-12-31,Vermont,227600,146,320700,217600,217600,219700,286500,NA,343000,184600,187900,159200
2009-12-31,Virginia,199600,137,424500,221200,221200,217300,327600,130700,473900,160000,239900,186800
2009-12-31,Washington,250200,156,430700,252000,252000,255900,330900,158000,399900,208700,221500,187400
2009-12-31,WestVirginia,103200,68,161100,91000,91000,90500,141100,62100,166600,NA,119500,NA
2009-12-31,Wisconsin,151200,105,248300,154100,154100,155400,192500,98300,225300,118600,141800,108100
2009-12-31,Wyoming,NA,152,NA,204500,204500,205400,243200,145600,NA,NA,184200,NA
2010-01-31,Alabama,123800,76,232600,123900,123900,123400,230200,67900,334700,77000,137400,91100
2010-01-31,Alaska,253600,172,356200,247200,247200,257100,322400,177200,420700,177800,176100,130500
2010-01-31,Arizona,151600,100,298500,161500,161500,168800,204100,95800,312000,141400,121900,96200
2010-01-31,Arkansas,126400,68,185000,105700,105700,105700,215800,59200,334200,87600,127300,84000
2010-01-31,California,313200,218,655700,335100,335100,340000,413300,163600,565900,271100,313600,219500
2010-01-31,Colorado,211900,135,388300,215600,215600,225100,297600,130100,368800,160200,155700,137500
2010-01-31,Connecticut,250900,165,464500,257300,257300,272900,373500,166400,604900,189900,177400,142200
2010-01-31,Delaware,201900,137,327800,212000,212000,211300,298600,141500,354700,163100,NA,140700
2010-01-31,DistrictofColumbia,336200,334,707500,354600,354600,366400,549000,219400,1098600,378700,351500,313900
2010-01-31,Florida,148500,95,291000,145800,145800,156200,228800,79100,372000,103800,115500,70900
2010-01-31,Georgia,124500,78,255200,135200,135200,135400,211900,78900,320700,96800,132900,113300
2010-01-31,Hawaii,447900,356,739200,441000,441000,538600,592500,244000,710700,346100,323100,278100
2010-01-31,Idaho,152700,100,277400,162300,162300,162200,190300,113400,235400,128800,173500,130800
2010-01-31,Illinois,161600,131,310200,168900,168900,166100,263300,91200,358300,135500,178400,134500
2010-01-31,Indiana,114700,73,193400,112000,112000,111500,165400,62000,196200,72100,118900,62100
2010-01-31,Iowa,130100,95,192000,114600,114600,115000,164700,77200,NA,92100,110800,79800
2010-01-31,Kansas,122100,NA,NA,118600,118600,118900,NA,60300,NA,68100,NA,53700
2010-01-31,Kentucky,123700,84,209400,119600,119600,119700,200000,71800,242900,96000,116200,77800
2010-01-31,Louisiana,126900,85,224100,NA,NA,NA,NA,75000,326500,NA,NA,NA
2010-01-31,Maine,193800,137,303100,179200,179200,179400,242600,116200,302300,165100,178500,150500
2010-01-31,Maryland,236300,168,437100,253000,253000,264100,349200,156100,483000,192600,218900,168500
2010-01-31,Massachusetts,288900,190,503800,297500,297500,308400,411000,187300,564700,232200,238600,200200
2010-01-31,Michigan,106800,70,179900,99200,99200,97800,184300,52900,202900,74900,117900,68300
2010-01-31,Minnesota,176200,135,286200,169600,169600,173400,227300,105900,294100,143600,144200,112000
2010-01-31,Mississippi,133300,74,207600,120900,120900,120800,228400,68700,251100,NA,NA,NA
2010-01-31,Missouri,138700,100,247500,138000,138000,138500,235100,82000,283100,95700,132300,85000
2010-01-31,Montana,192200,148,290400,185300,185300,187100,216700,136200,257900,156800,169100,144800
2010-01-31,Nebraska,129100,91,204700,124600,124600,124500,196600,72800,173100,89300,122500,71900
2010-01-31,Nevada,140600,87,263400,150200,150200,164600,191700,83600,272500,97000,83100,NA
2010-01-31,NewHampshire,225300,131,321700,210300,210300,225300,292900,139500,332100,166900,165600,115200
2010-01-31,NewJersey,281500,180,504500,299300,299300,303000,389200,185600,512400,229500,243200,203100
2010-01-31,NewMexico,161700,101,319600,179800,179800,179800,236500,120200,319900,130800,NA,NA
2010-01-31,NewYork,141200,137,525500,267700,267700,245400,225200,103700,337200,125100,439900,155900
2010-01-31,NorthCarolina,142200,93,276400,144400,144400,145400,248000,82900,319100,100200,130000,105400
2010-01-31,NorthDakota,NA,129,237900,157100,157100,161400,190600,104400,NA,142400,123100,NA
2010-01-31,Ohio,112100,78,198300,113600,113600,114100,179800,65600,206000,79700,104700,65600
2010-01-31,Oklahoma,99100,66,169000,93400,93400,93800,172900,49500,217400,51700,67600,45500
2010-01-31,Oregon,216400,146,357600,222100,222100,225000,292400,150600,342900,183100,176200,170400
2010-01-31,Pennsylvania,152100,108,276100,152200,152200,158100,268400,75300,276600,121400,120100,112000
2010-01-31,RhodeIsland,228200,161,380600,227400,227400,231000,322500,157900,437700,189700,183900,159200
2010-01-31,SouthCarolina,140000,86,256400,130600,130600,130100,230400,72300,NA,101900,138500,94900
2010-01-31,SouthDakota,141300,115,220800,142200,142200,142200,168100,101500,217200,123900,140500,89200
2010-01-31,Tennessee,126400,78,221100,118300,118300,117400,215900,64500,324500,88900,137000,105000
2010-01-31,Texas,116400,73,236000,127600,127600,128100,191500,NA,NA,NA,NA,NA
2010-01-31,Utah,200500,147,344800,212600,212600,218000,230100,150700,288000,160900,182600,NA
2010-01-31,Vermont,217200,139,305700,205700,205700,207000,270400,NA,318700,179800,178600,154100
2010-01-31,Virginia,199600,137,426500,221800,221800,217200,329400,130200,477900,160500,243700,188900
2010-01-31,Washington,248900,155,426900,251100,251100,254900,330500,158600,402600,207700,221700,186400
2010-01-31,WestVirginia,102900,67,157100,91000,91000,90800,140800,60600,164200,NA,114500,NA
2010-01-31,Wisconsin,151000,104,245200,151600,151600,152800,191900,96000,223200,118500,141400,108100
2010-01-31,Wyoming,NA,149,NA,202400,202400,203000,248600,136200,NA,NA,180500,NA
2010-02-28,Alabama,123300,74,229100,120400,120400,120100,228700,66000,332300,77300,134600,89400
2010-02-28,Alaska,250000,169,348900,243400,243400,252900,314500,172100,414300,175100,174000,128200
2010-02-28,Arizona,148500,99,295800,159000,159000,166200,199900,94400,310200,138500,119900,94500
2010-02-28,Arkansas,126500,68,184000,105700,105700,105700,216600,58700,335300,87200,126000,83200
2010-02-28,California,315100,219,655400,336500,336500,341300,414200,163500,565800,273500,315600,220300
2010-02-28,Colorado,213700,136,389600,217400,217400,226800,300200,131500,371100,161800,157500,138500
2010-02-28,Connecticut,251000,164,464200,257200,257200,272900,373200,166700,597000,189400,176900,142400
2010-02-28,Delaware,200500,136,318500,208300,208300,207800,296600,139400,350300,163500,NA,136900
2010-02-28,DistrictofColumbia,339700,339,709800,358700,358700,369400,556600,219400,1123600,382700,355600,316700
2010-02-28,Florida,147700,95,289600,144900,144900,155300,227600,78700,373100,103100,114600,70300
2010-02-28,Georgia,124500,77,253000,134600,134600,134800,211300,78300,319500,96500,132300,112300
2010-02-28,Hawaii,446800,356,738100,438800,438800,538500,592800,243500,709300,346300,325200,280000
2010-02-28,Idaho,150100,99,274800,159200,159200,159100,186700,111500,231700,126200,169700,128400
2010-02-28,Illinois,160700,130,307100,166800,166800,164200,261500,89100,355600,134700,176000,134100
2010-02-28,Indiana,115200,73,193400,112600,112600,112200,165700,62900,196100,72400,119100,62400
2010-02-28,Iowa,130200,95,194500,113100,113100,113200,167500,74100,NA,89900,109500,77600
2010-02-28,Kansas,120600,NA,NA,116800,116800,117000,NA,58200,NA,66300,NA,50800
2010-02-28,Kentucky,123600,85,210000,119100,119100,119000,200200,70500,243200,94700,116300,78500
2010-02-28,Louisiana,128400,86,221200,NA,NA,NA,NA,73900,331200,NA,NA,NA
2010-02-28,Maine,195100,137,294800,178400,178400,178500,243400,116100,299100,165000,179200,152300
2010-02-28,Maryland,235600,168,436200,252600,252600,263300,349400,156200,483600,192200,219300,169300
2010-02-28,Massachusetts,289400,190,503200,297900,297900,308700,411300,187900,564900,232200,238100,199800
2010-02-28,Michigan,106600,70,176300,98000,98000,96300,183700,51500,201100,74900,116700,68400
2010-02-28,Minnesota,174400,133,283400,167000,167000,170800,225700,104200,291900,141800,141900,110800
2010-02-28,Mississippi,133700,74,212200,119400,119400,119400,231100,68300,250700,NA,NA,NA
2010-02-28,Missouri,137600,100,251100,136400,136400,137000,234400,80800,279500,95000,129600,84200
2010-02-28,Montana,186600,144,281700,179100,179100,181200,210200,133100,250300,152500,162400,139500
